# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47K of event 'cycles:u'
# Event count (approx.): 1956954042668
#
# Children      Self       Samples  Symbol                           IPC   [IPC Coverage]
# ........  ........  ............  ...............................  ....................
#
     0.00%     0.00%             0  [.] 0xf4f2962df7b5b2e1           -      -            
     0.00%     0.00%             0  [.] 0xc9663ed992e3d53f           -      -            
     0.00%     0.00%             0  [.] 0x53c5632626493a00           -      -            
     0.00%     0.00%             0  [.] 0xe3a54da23ba086bf           -      -            
     0.00%     0.00%             0  [.] 0x19ad213729344e84           -      -            
     0.00%     0.00%             0  [.] 0x18f0b9f24b754bd4           -      -            
     0.00%     0.00%             0  [.] 0xe05b686195498cc4           -      -            
     0.00%     0.00%             0  [.] 0xa78c781cedbb8aeb           -      -            
     0.00%     0.00%             0  [.] 0xf2043b5aee344016           -      -            
     0.00%     0.00%             0  [.] 0xaa7ebb0916ddd803           -      -            
     0.00%     0.00%             0  [.] 0xf7333d159768a5b5           -      -            
     0.00%     0.00%             0  [.] 0x0a823e3c4b91a8c1           -      -            
     0.00%     0.00%             0  [.] 0x33a65568314395d7           -      -            
     0.00%     0.00%             0  [.] 0xff8988d9b8f36066           -      -            
     0.00%     0.00%             0  [.] 0xaa695fece3708d20           -      -            
     0.00%     0.00%             0  [.] 0xe8861b6fd6328421           -      -            
     0.00%     0.00%             0  [.] 0x4a9a22d3571030be           -      -            
     0.00%     0.00%             0  [.] 0xe18db4f082f2b75c           -      -            
     0.00%     0.00%             0  [.] 0x39113f9afa86ea6b           -      -            
     0.00%     0.00%             0  [.] 0x0afd1703a43a38fb           -      -            
     0.00%     0.00%             0  [.] 0x4167b59a6a74da61           -      -            
     0.00%     0.00%             0  [.] 0x3e4452507e47ff66           -      -            
     0.00%     0.00%             0  [.] 0x6cc3b40bbded5d7a           -      -            
     0.00%     0.00%             0  [.] 0x4c4993721e709bfa           -      -            
     0.00%     0.00%             0  [.] 0xdc9d5d37cae374d9           -      -            
     0.00%     0.00%             0  [.] 0xa5461eca431be652           -      -            
     0.00%     0.00%             0  [.] 0x5302439495e71d39           -      -            
     0.00%     0.00%             0  [.] 0xa48547502f87eb49           -      -            
     0.00%     0.00%             0  [.] 0x64d143c7ebbd97eb           -      -            
     0.00%     0.00%             0  [.] 0x82a9816ab18857b9           -      -            
     0.00%     0.00%             0  [.] 0x0210a5b5546b0ec1           -      -            
     0.00%     0.00%             0  [.] 0xcd74a7931968ce2e           -      -            
     0.00%     0.00%             0  [.] 0x6e58c026925ab2fe           -      -            
     0.00%     0.00%             0  [.] 0x40778825a5bd810b           -      -            
     0.00%     0.00%             0  [.] 0xc7db820d41cf54be           -      -            
     0.00%     0.00%             0  [.] 0xd733db63ea8a4cdc           -      -            
     0.00%     0.00%             0  [.] 0x9be7a792be53d58f           -      -            
     0.00%     0.00%             0  [.] 0xe06fef3c9d614746           -      -            
     0.00%     0.00%             0  [.] 0x5bb27639f6786b7d           -      -            
     0.00%     0.00%             0  [.] 0x16e60ddf8ac1c8a6           -      -            
     0.00%     0.00%             0  [.] 0x4172fb839932dbdd           -      -            
     0.00%     0.00%             0  [.] 0x19913b45a292485c           -      -            
     0.00%     0.00%             0  [.] 0x0e9fa7693dc35e75           -      -            
     0.00%     0.00%             0  [.] 0xd4e9c78e4b27ebe4           -      -            
     0.00%     0.00%             0  [.] 0x2a333f855fed7fc5           -      -            
     0.00%     0.00%             0  [.] 0x1135a8a960420460           -      -            
     0.00%     0.00%             0  [.] 0x7c81c05a948b95d8           -      -            
     0.00%     0.00%             0  [.] 0x8afd997e4480f5b1           -      -            
     0.00%     0.00%             0  [.] 0xead31092966e22ce           -      -            
     0.00%     0.00%             0  [.] 0x75bbe854feab5d95           -      -            
     0.00%     0.00%             0  [.] 0x2997b4a9ba08e839           -      -            
     0.00%     0.00%             0  [.] 0x504411e3c9ac05ad           -      -            
     0.00%     0.00%             0  [.] 0xf6d340df16b2bf21           -      -            
     0.00%     0.00%             0  [.] 0x7a12fe6ff819211d           -      -            
     0.00%     0.00%             0  [.] 0x5f7e01de7e051313           -      -            
     0.00%     0.00%             0  [.] 0xf0e0324f58d041c4           -      -            
     0.00%     0.00%             0  [.] 0xede30b496e261f0d           -      -            
     0.00%     0.00%             0  [.] 0xfb827c20cd394137           -      -            
     0.00%     0.00%             0  [.] 0x245350d61656d773           -      -            
     0.00%     0.00%             0  [.] 0x6393b7e59cbac56f           -      -            
     0.00%     0.00%             0  [.] 0x6ac86a3a29406dfe           -      -            
     0.00%     0.00%             0  [.] 0x7715cdaf755cf824           -      -            
     0.00%     0.00%             0  [.] 0x8269a16446b4eae9           -      -            
     0.00%     0.00%             0  [.] 0x32b73d74827b48a5           -      -            
     0.00%     0.00%             0  [.] 0x9b5ca0c7d39a8f0f           -      -            
     0.00%     0.00%             0  [.] 0x6db037ca3869e137           -      -            
     0.00%     0.00%             0  [.] 0xb45ac1f11ec0647d           -      -            
     0.00%     0.00%             0  [.] 0x9a7a19b93bba2275           -      -            
     0.00%     0.00%             0  [.] 0xb12a25ff88f7bb1e           -      -            
     0.00%     0.00%             0  [.] 0xb4c335040cc6a041           -      -            
     0.00%     0.00%             0  [.] 0x7e11f04f20b19d11           -      -            
     0.00%     0.00%             0  [.] 0x6bdc7bbe1549d830           -      -            
     0.00%     0.00%             0  [.] 0x459bce5e66769763           -      -            
     0.00%     0.00%             0  [.] 0x1e0759e0cc060bdf           -      -            
     0.00%     0.00%             0  [.] 0x3c2ae251ad0c9b22           -      -            
     0.00%     0.00%             0  [.] 0xbf808760ce2fc27a           -      -            
     0.00%     0.00%             0  [.] 0x8b80fc04b6fda52a           -      -            
     0.00%     0.00%             0  [.] 0x5eb7e7a9a0bbacff           -      -            
     0.00%     0.00%             0  [.] 0x46d46c82cdf3749f           -      -            
     0.00%     0.00%             0  [.] 0x5cdd8c58622c90ea           -      -            
     0.00%     0.00%             0  [.] 0xa4b76716f43fe637           -      -            
     0.00%     0.00%             0  [.] 0xa5c967219209f51b           -      -            
     0.00%     0.00%             0  [.] 0x7c50238e6307a019           -      -            
     0.00%     0.00%             0  [.] 0xaf782b1502d73154           -      -            
     0.00%     0.00%             0  [.] 0x9e4486fd61e449c1           -      -            
     0.00%     0.00%             0  [.] 0xb230d5546fc4c1f6           -      -            
     0.00%     0.00%             0  [.] 0xc7e8291562021b7e           -      -            
     0.00%     0.00%             0  [.] 0x7d60228b8916466b           -      -            
     0.00%     0.00%             0  [.] 0x7f95a05080d9db8c           -      -            
     0.00%     0.00%             0  [.] 0xffd202db87e27934           -      -            
     0.00%     0.00%             0  [.] 0x1f3edf6ea27dd034           -      -            
     0.00%     0.00%             0  [.] 0x4ea92257766c33ca           -      -            
     0.00%     0.00%             0  [.] 0x762b733410fd2466           -      -            
     0.00%     0.00%             0  [.] 0x0104081e827bba16           -      -            
     0.00%     0.00%             0  [.] 0xac7662c35ed688e5           -      -            
     0.00%     0.00%             0  [.] 0xff49c7a9c1437a03           -      -            
     0.00%     0.00%             0  [.] 0x82bc95105137ef74           -      -            
     0.00%     0.00%             0  [.] 0x1d4b46426ace3a4b           -      -            
     0.00%     0.00%             0  [.] 0xd172860b91a8b669           -      -            
     0.00%     0.00%             0  [.] 0x2d36a0ebc2dd7aa5           -      -            
     0.00%     0.00%             0  [.] 0x64ebcc140e5aa47b           -      -            
     0.00%     0.00%             0  [.] 0x033d8c204ea49e85           -      -            
     0.00%     0.00%             0  [.] 0xf29ec09ee13fe5da           -      -            
     0.00%     0.00%             0  [.] 0x72e18ec5edb33a1b           -      -            
     0.00%     0.00%             0  [.] 0x5d2cc8a858fe790d           -      -            
     0.00%     0.00%             0  [.] 0xc85bbd2e0d2e7b68           -      -            
     0.00%     0.00%             0  [.] 0x89227ab409bee237           -      -            
     0.00%     0.00%             0  [.] 0x6a2c61ee16161279           -      -            
     0.00%     0.00%             0  [.] 0x5bcb9dd75fed997f           -      -            
     0.00%     0.00%             0  [.] 0x2b322523f3bc43a3           -      -            
     0.00%     0.00%             0  [.] 0xd2a94305f88b643d           -      -            
     0.00%     0.00%             0  [.] 0x7c66e84097c0a719           -      -            
     0.00%     0.00%             0  [.] 0xdf294d84e3479da4           -      -            
     0.00%     0.00%             0  [.] 0x448540e38e65faa1           -      -            
     0.00%     0.00%             0  [.] 0x9dcec4f8a7dc276d           -      -            
     0.00%     0.00%             0  [.] 0x748433def6c0d5cf           -      -            
